vibration,temperature,current,rpm,fault_label,trust_label
3.5723027928227613,47.47230360895508,11.74673839034119,1533.6085958310439,bearing_fault,trusted
3.510409726857587,55.03052335522133,10.697678594899967,1400.091710598961,bearing_fault,trusted
2.115345299999035,72.06208412142959,27.447899282854287,1878.8151582812316,overload_fault,tampered
6.033247057292074,61.946390332916025,19.133385286710368,1425.4687378591766,overload_fault,tampered
0.8408328738712523,44.326914373558736,8.42093290411283,1528.8302324465328,normal,trusted
1.9789352104179703,77.2352701089734,26.834250116241545,1350.4696642206968,overload_fault,tampered
3.7154662120924478,61.20855324506927,10.518669939249863,1492.37793156003,bearing_fault,trusted
0.823503244659681,40.9288602457275,9.586791406271335,1493.8761187150037,normal,trusted
1.898718874797057,88.45955024921814,16.50228171944539,1502.4774757540733,overload_fault,trusted
2.7478413337069076,58.606120918446784,11.250104968619663,1471.337609782306,bearing_fault,trusted
7.61039740638894,44.251799122585,12.563532210697414,1515.4488142292576,bearing_fault,tampered
1.0638771022664018,40.092751834098095,8.124561684969057,1573.740965664735,normal,trusted
4.96864827307505,20.741020122452525,9.218203015094515,1550.1016989874595,normal,tampered
0.9385308725114155,36.616657705324855,10.11675063531582,1464.3589563673559,normal,trusted
0.964411485575835,40.23696614902003,7.561893947717797,1502.3644419428288,normal,trusted
2.212445767437192,76.53385406422917,21.697617215908995,1424.2097144156126,overload_fault,trusted
2.029216782551053,79.48381733457873,17.833963145180398,1449.076966825125,overload_fault,trusted
3.8329740444158102,54.06856939173758,12.21111074362113,1480.0953204949249,bearing_fault,trusted
0.9134130359748583,39.40934290388827,10.697547493215561,1524.1871898053407,normal,trusted
3.292894724704054,60.84898974352883,13.082197330599305,1470.4145261684441,bearing_fault,trusted
0.9520335932452283,40.239018217802695,2.5920182589325957,1163.6256886886545,normal,tampered
3.6147037920457614,54.55760544567103,10.958878532607393,1483.2146681018269,bearing_fault,trusted
4.386820809075673,40.03100668954706,10.894059357546524,1502.4673680157407,normal,tampered
3.8199985093888,55.72239938061676,12.432826904793437,1024.780089125607,bearing_fault,tampered
3.3440502306179942,53.28940589074614,10.632787108698002,1433.0912499038607,bearing_fault,trusted
1.05134685288339,44.655640360367464,10.235674274046703,1502.6389840101122,normal,trusted
1.0237348098330223,35.8659721694564,10.127438227063713,1481.2660551679298,normal,trusted
1.0941812843929761,40.32845607834126,10.333094518511164,1530.0666120362207,normal,trusted
2.0517488297096995,85.1920331823802,21.568227388268557,1434.5380977916357,overload_fault,trusted
2.3221908624313214,82.40213838841821,20.429355296846246,1306.1612129044206,overload_fault,trusted
0.9926181184474435,37.70351409687325,2.205167128686826,1495.2696237538655,normal,tampered
6.652915439393032,49.574266877055024,12.60793953373944,1477.8842635382014,bearing_fault,tampered
1.0342991367523051,41.331438128149316,11.169884210778688,1548.031982000328,normal,trusted
2.10563362001455,74.22470851413507,20.450765715237683,1384.106721339581,overload_fault,trusted
1.447876491043641,74.61401234972662,17.74167504492484,1429.5259110813658,overload_fault,trusted
2.2465813394737,81.44828836269595,22.436658024937103,1492.595564173189,overload_fault,trusted
2.80420355737145,58.17353033571061,12.337677018704694,1420.8358807302548,bearing_fault,trusted
0.9406792059780767,14.850283826739862,20.254632962122493,1566.1660647646058,normal,tampered
4.14499153905766,37.89596755070848,10.774040332792909,1860.8993271607737,normal,tampered
4.507696416285379,41.897128577697394,9.756551864408166,1506.6048837193925,normal,tampered
2.0961844181555054,84.27244569194681,15.473314318676593,1375.0739094687488,overload_fault,trusted
1.618656387032278,82.68035001678214,18.26709883521541,1429.4190661491584,overload_fault,trusted
1.8138721381239642,78.67052818464876,19.806660637635854,1399.6385263615753,overload_fault,trusted
0.8771803008853762,39.046280354114614,10.837852228859006,1492.4664440198346,normal,trusted
3.2810354379189697,63.22915295880349,9.933855194978852,1450.1289839093401,bearing_fault,trusted
3.744562986651449,50.20791360141562,10.770055511741777,1495.6111398840385,bearing_fault,trusted
1.0629025411375326,41.096091226191305,9.386226345175487,1498.0245616089512,normal,trusted
4.050746849474412,58.48028569558721,13.24742633682368,1418.8430359868958,bearing_fault,trusted
5.933691562337594,61.06839989677227,11.639713883241903,1889.2846582836462,bearing_fault,tampered
